字,音,康熙笔画,字典笔画,笔画差,五行,音调,字意,候选
殚,dān ,16,12,4,火,1,,
殪,yì ,16,16,0,土,4,,
辏,còu ,16,13,3,火,2,,
瓯,ōu ,16,8,8,土,1,,
甏,bèng ,16,16,0,水,4,,
甑,zèng ,16,16,0,金,4,,
昙,tán ,16,8,8,火,2,暗淡无光，身弱多病，中年有灾，晚年吉祥，不幸短寿。,1
晔,yè ,16,10,6,火,4,,
暾,tūn ,16,16,0,火,1,,
觎,yú ,16,13,3,金,2,,
犟,jiàng ,16,13,3,木,4,,
氅,chǎng ,16,15,1,,3,,
氆,pǔ ,16,16,0,水,3,,
膈,gé ,16,14,2,,2,,
歙,xī ,16,16,0,土,1,不祥之字，一生多病，短寿损丁，常生祸端。,1
毂,gū ,16,13,3,木,1,,
炖,dùn ,16,8,8,火,4,一生多才，中年劳，忧心劳神，晚年吉祥，离祖成功。,1
烨,yè ,16,10,6,火,4,秀气多才，温和贤淑，中年吉祥，晚年隆昌，幸福荣贵之字。,2
焖,mèn ,16,11,5,火,4,,
燠,yù ,16,16,0,,4,,
燔,fán ,16,16,0,火,2,,
熹,xī ,16,16,0,水,1,清雅荣贵，克己助人，多才温和，中年吉祥，晚年隆昌。,1
憝,duì ,16,16,0,火,4,,
_,bì ,16,,,,4,,
碛,qì ,16,13,3,土,4,,
碜,chěn ,16,13,3,土,3,,
磬,qìng ,16,16,0,木,4,,
磲,qú ,16,16,0,,2,,
眍,kōu ,16,9,7,,1,,
睿,ruì ,16,14,2,金,4,天生聪颖，多才忠厚，成功隆昌，环境良好，出国之字。,2
瞟,piǎo ,16,16,0,水,3,,
瞰,kàn ,16,16,0,,4,,
罹,lí ,16,16,0,火,2,一生清雅，谋为出众，中年劳或多灾，晚年吉祥。,1
钔,mén ,16,8,8,金,2,,
铮,zhēng ,16,11,5,金,1,精明公正，克己助人，清雅荣贵，官运旺，中年成功隆昌，出国之字。,1
铼,lái ,16,12,4,金,2,,
锖,qiāng ,16,13,3,金,1,,
锛,bēn ,16,13,3,金,1,,
锝,dé ,16,13,3,金,2,,
锟,kūn ,16,13,3,金,1,,
锢,gù ,16,13,3,金,4,,
锪,huō ,16,13,3,金,1,,
锫,péi ,16,13,3,金,2,,
锩,juǎn ,16,13,3,金,3,,
锬,tán ,16,13,3,金,2,,
锱,zī ,16,13,3,金,1,,
穑,sè ,16,16,0,木,4,,
鸪,gū ,16,10,6,木,1,,
鸲,qú ,16,10,6,,2,,
鸱,chī ,16,10,6,,1,,
瘘,lòu ,16,14,2,,2,,
瘼,mò ,16,15,1,,2,,
瘭,biāo ,16,16,0,,1,,
瘵,zhai ,16,16,0,金,,,
瘳,chōu ,16,16,0,金,1,,
窭,jù ,16,14,2,,4,,
_,bó ,16,,,,4,,
褴,lán ,16,15,1,,2,,
褫,chǐ ,16,15,1,,3,,
耩,jiǎng ,16,16,0,,3,,
聱,áo ,16,16,0,土,2,,
蛳,sī ,16,12,4,金,1,,
螂,láng ,16,14,2,,2,,
螓,qín ,16,16,0,木,2,,
螯,áo ,16,16,0,土,2,,
螨,mǎn ,16,16,0,水,3,,
螈,yuán ,16,16,0,土,2,,
螅,xī ,16,16,0,,1,,
螗,táng ,16,16,0,,2,多才巧智，福禄双收，中年吉祥，晚年隆昌，环境良好。,2
螃,páng ,16,16,0,水,2,,
笃,dǔ ,16,9,7,木,3,奔波劳苦，中年多灾，晚年吉祥。,1
筚,bì ,16,12,4,木,4,,
篚,fěi ,16,16,0,,3,,
篥,lì ,16,16,0,,4,,
篦,bì ,16,16,0,,4,,
羲,xī ,16,16,0,金,1,温和贤能，义利分明，官运旺，多才忠厚，成功隆昌。,2
糍,cí ,16,15,1,金,2,,
糗,qiǔ ,16,16,0,,3,,
翮,hé ,16,16,0,水,2,,
赭,zhě ,16,15,1,火,3,,
醐,hú ,16,16,0,,2,,
醍,tí ,16,16,0,火,2,,
鹾,cuó ,16,16,0,金,4,,
_,bì ,16,,,,4,,
踺,jiàn ,16,15,1,木,4,,
蹀,dié ,16,16,0,,2,,
踹,chuài ,16,16,0,金,4,,
踵,zhǒng ,16,16,0,火,3,,
踽,jǔ ,16,16,0,,3,,
踱,duó ,16,16,0,,4,,
蹁,pián ,16,16,0,,2,,
蹂,róu ,16,16,0,,4,,
霈,pèi ,16,16,0,水,4,性刚果断，温和多才，中年吉祥，晚年隆昌，环境良好。,2
霏,fēi ,16,16,0,水,1,清雅多才，福禄双收，中年吉祥，小心爱情厄，晚年隆昌。,1
霎,shà ,16,16,0,水,4,,
鲅,bà ,16,13,3,水,4,,
鲆,píng ,16,13,3,水,2,,
鲇,nián ,16,13,3,火,2,,
稣,sū ,16,13,3,金,1,,
鲋,fù ,16,13,3,水,4,,
鲎,hòu ,16,13,3,木,2,,
鲐,tái ,16,13,3,火,2,,
骺,hóu ,16,15,1,,4,,
骼,gé ,16,15,1,,2,,
魇,yǎn ,16,15,1,,3,,
髻,jì ,16,16,0,,4,,
髭,zī ,16,16,0,,1,,
髹,xiū ,16,16,0,,1,,
麇,jūn ,16,16,0,木,1,清秀伶俐，温和贤淑，中年吉祥，晚年隆昌，出国之字。,2
麈,zhǔ ,16,16,0,,3,,
鼽,qiú ,16,16,0,,2,,
_,bà ,16,,,水,4,,
癌,ái ,17,17,0,土,2,,
隘,ài ,17,12,5,土,4,,
帮,bāng ,17,9,8,水,1,,
谤,bàng ,17,12,5,水,4,,
蔽,bì ,17,14,3,,4,,
臂,bì ,17,17,0,水,4,,
擦,cā ,17,17,0,金,1,,
蔡,cài ,17,14,3,木,4,,
灿,càn ,17,7,10,火,4,克父命，英敏多才，清雅贤能，中年平凡，晚年吉祥隆昌。,1
操,cāo ,17,16,1,金,1,福禄双收，清雅伶俐，中年劳苦，晚年吉祥，女人身弱。,1
偿,cháng ,17,11,6,金,2,二子吉祥，贤能勤俭，肯做肯劳，义利分明，成功隆昌。,1
骋,chěng ,17,10,7,火,3,,
聪,cōng ,17,15,2,金,1,环境良好，理智充足，晚年隆昌，人缘佳。,2
簇,cù ,17,17,0,木,4,,
担,dān ,17,8,9,火,1,,
挡,dǎng ,17,9,8,火,3,,
档,dàng ,17,10,7,木,4,,
蹈,dǎo ,17,17,0,火,3,,
瞪,dèng ,17,17,0,,4,,
点,diǎn ,17,9,8,水,3,,
淀,diàn ,17,11,6,水,4,,
懂,dǒng ,17,15,2,木,3,,
独,dú ,17,9,8,金,2,,
镀,dù ,17,14,3,金,4,多才巧智，清雅伶俐，中年成功隆昌，子孙兴旺。,2
锻,duàn ,17,14,3,金,4,贤能多才，子孙兴旺，温和伶俐，忠厚善良，环境良好，保守之字。,2
队,duì ,17,4,13,火,4,出外逢贵得财，清雅伶俐，中年劳，晚年吉祥。,1
繁,fán ,17,17,0,水,2,刑偶伤子，晚婚大吉，中年平凡，晚年吉祥，女人身弱短寿。,1
缝,féng ,17,13,4,水,2,身弱短寿，外祥内苦，中年劳，晚年吉祥，女人薄幸。,1
缚,fù ,17,13,4,水,4,刑偶伤子，多才英敏，中年成功隆昌，环境良好，老年多灾。,1
鸽,gē ,17,11,6,木,1,,
购,gòu ,17,8,9,木,2,,
馆,guǎn ,17,11,6,木,3,一生清雅伶俐，福禄双收，中年有灾，晚年吉祥。,1
锅,guō ,17,12,5,金,1,福禄双收，英敏多才，怀才不遇，中年劳，晚年吉祥。,1
韩,hán ,17,12,5,水,2,,
撼,hàn ,17,16,1,水,4,,
憾,hàn ,17,16,1,水,4,,
壕,háo ,17,17,0,土,2,英雄格，重情失败，出外吉祥，中年劳，晚年吉祥。,1
嚎,háo ,17,17,0,,2,,
鸿,hóng ,17,11,6,水,4,精明公正，学识渊博，官运旺，中年成功隆昌，富贵之字。,2
磺,huáng ,17,16,1,土,2,,
徽,huī ,17,17,0,金,1,多才贤能，温和勤俭，中年成功隆昌，出国之字，名利双收。,2
烩,huì ,17,10,7,火,4,,
豁,huō ,17,17,0,木,1,忧心劳神，怀才不遇，小心爱情厄，晚年隆昌，福禄之字。,1
击,jī ,17,5,12,木,1,有爱情烦恼，事劳无功，中年多灾，身弱短寿。,1
激,jī ,17,16,1,木,1,,
绩,jì ,17,11,6,火,4,英雄格，二子吉祥，文雅秀气，出国之格，成功隆昌，荣贵之字。,2
艰,jiān ,17,8,9,木,1,有爱情烦恼，刑偶伤子，中年多灾，晚年吉祥，难幸福。,1
检,jiǎn ,17,11,6,木,3,性刚果断，少年失怙，中年多灾，刑偶伤子。,1
捡,jiǎn ,17,10,7,木,3,,
键,jiàn ,17,13,4,金,4,天生聪颖，富贵双全，一生名利双收，成功隆昌，官运旺。,2
饯,jiàn ,17,8,9,金,4,一生清雅平凡，中年劳，晚年吉祥，小心爱情烦恼，晚年荣幸。,1
讲,jiǎng ,17,6,11,木,3,口才伶俐，言心守信，和气敦睦，中年平，晚年吉祥，环境良好。,2
礁,jiāo ,17,17,0,土,1,,
矫,jiǎo ,17,11,6,木,3,有爱情烦恼，刑偶伤子，福禄双收，中年劳，晚年吉祥。,1
阶,jiē ,17,6,11,木,1,,
鞠,jū ,17,17,0,木,1,智勇双全，清雅荣贵，出国之字，中年成功隆昌。,2
据,jù ,17,11,6,木,4,,
爵,jué ,17,17,0,火,2,官或财旺，一生清雅荣贵，中年成功隆昌，刑偶伤子。,1
骏,jùn ,17,10,7,金,4,官或财旺，天生聪颖，出外大吉，富贵隆昌，出国之字。,2
糠,kāng ,17,17,0,木,1,忧心劳神，事劳无功，中年劳或潦倒，晚年吉祥。,1
颗,kē ,17,14,3,木,1,精明公正，忠厚善良，二子吉祥，中年成功隆昌，环境良好。,2
恳,kěn ,17,10,7,木,3,一生清雅多才，温和贤能，中年劳，晚年吉祥，劳神之字。,1
挎,kuà ,17,9,8,,4,,
_,cài ,17,,,,4,,
亏,kuī ,17,3,14,木,1,,
阔,kuò ,17,12,5,水,2,,
栏,lán ,17,9,8,木,2,,
阑,lán ,17,12,5,火,2,,
儡,lěi ,17,17,0,火,3,忧心劳神，事劳无功，身弱多病，一生多灾，晚年吉祥。,1
励,lì ,17,7,10,火,4,聪明伶俐，有才能理智，荣贵隆昌，出国之字。,2
隶,lì ,17,8,9,火,4,,
联,lián ,17,12,5,木,2,事业如意，成功隆昌，环境良好，官或财旺，荣贵之字。,2
莲,lián ,17,10,7,木,2,吉凶分明，吉则多才贤能，出国隆昌，凶则刑偶伤子，病弱短寿。,1
敛,liǎn ,17,11,6,木,3,忧心劳神，刑偶伤子，中年多灾，病弱短寿，不祥之字。,1
链,liàn ,17,12,5,金,4,清雅荣贵，官运旺，中年成功隆昌，女人有爱情烦恼，病弱短寿。,1
疗,liáo ,17,7,10,火,2,,
磷,lín ,17,17,0,火,2,,
临,lín ,17,9,8,火,2,病弱短寿，事劳无功，自杀他杀，配合吉则成功隆昌。,1
岭,lǐng ,17,8,9,土,3,福寿兴家，福禄双收，清雅荣贵，官旺隆昌。,2
隆,lóng ,17,11,6,火,4,克父命，多才小巧，清雅伶俐，中年劳，晚年隆昌。,1
篓,lǒu ,17,15,2,木,3,,
潞,lù ,17,16,1,水,4,福寿兴家，清雅多才，中年吉祥，晚年隆昌，子孙兴旺。,2
缕,lǚ ,17,12,5,火,3,,
螺,luó ,17,17,0,火,4,清雅伶俐，身弱多病，中年劳，晚年吉祥。,1
蔓,màn ,17,14,3,木,4,秀气温和，多才贤能，中年吉祥，晚年隆昌，荣贵幸福，出国之字。,2
镁,měi ,17,14,3,金,3,出外吉祥，一生清雅伶俐，平凡安详之字。,2
糜,mí ,17,17,0,水,2,,
谜,mí ,17,11,6,水,2,,
弥,mí ,17,8,9,水,2,出外逢贵得财，精明公正，清雅荣贵，中年成功隆昌。,2
蔑,miè ,17,14,3,木,4,,
摹,mó ,17,14,3,水,4,,
膜,mó ,17,14,3,水,4,,
蔫,niān ,17,14,3,木,1,,
_,chuái ,17,,,,2,,
浓,nóng ,17,9,8,水,4,忠厚善良，勤俭治家，中年虽劳，晚年隆昌，环境良好。,1
蓬,péng ,17,13,4,木,2,清雅荣贵，出外吉祥，中年劳，晚年吉祥，出国之字。,1
谦,qiān ,17,12,5,木,1,英敏佳人，口才伶俐，交际巧妙，中年平凡，晚年吉祥，环境良好。,2
遣,qiǎn ,17,13,4,金,3,,
锹,qiāo ,17,14,3,金,1,有爱情烦恼，病弱短寿，刑偶欠子，中年平，晚年吉祥。,1
擎,qíng ,17,16,1,木,2,性刚口快，外祥内苦，刑偶伤子，中年多灾，晚年吉祥。,1
孺,rú ,17,17,0,金,2,,
赛,sài ,17,14,3,金,4,清雅多才，秀气伶俐，二子吉祥，忌车怕水，晚年劳神。,1
擅,shàn ,17,16,1,金,4,,
声,shēng ,17,7,10,金,1,名利双收，福禄永在，清雅荣贵，中年成功，双妻之格。,2
曙,shǔ ,17,17,0,火,3,,
霜,shuāng ,17,17,0,水,1,忧心劳神，刑偶伤子，中年劳，晚年吉祥，女人不幸。,1
耸,sǒng ,17,10,7,金,3,清雅多才，温和贤能，中年劳，晚年隆昌。,1
虽,suī ,17,9,8,金,1,,
隋,suí ,17,11,6,金,2,,
缩,suō ,17,14,3,金,1,有爱情烦恼，再嫁守寡，刑偶伤子，一生难幸福。,1
蹋,tà ,17,17,0,,4,,
檀,tán ,17,17,0,木,2,清雅荣贵，多才贤能，中年吉祥，晚年隆昌，出国之格。,2
膛,táng ,17,15,2,火,2,,
誊,téng ,17,13,4,火,2,,
嚏,tì ,17,17,0,,4,,
瞳,tóng ,17,17,0,火,4,得天时地利，官运旺，一生中年劳，晚年吉祥。,1
臀,tún ,17,17,0,,2,,
蔚,wèi ,17,14,3,木,4,清雅荣贵，官运旺，英敏之才，出国之格，成功隆昌。,2
锡,xī ,17,13,4,金,1,温和多才，理智充足，中年劳，成功隆昌，出国之字。,1
膝,xī ,17,15,2,金,1,,
檄,xí ,17,17,0,木,2,,
戏,xì ,17,6,11,金,4,,
霞,xiá ,17,17,0,水,2,少年艰难，忌车怕水，有爱情烦恼，病弱短寿，晚年吉祥。,1
辖,xiá ,17,14,3,木,2,,
鲜,xiān ,17,14,3,金,1,清雅荣贵，多才贤能，中年吉祥，晚年隆昌，名利双收。,2
馅,xiàn ,17,11,6,金,4,,
襄,xiāng ,17,17,0,火,1,出外吉祥，慈祥有德，中年劳，晚年吉祥，福禄双收。,1
乡,xiāng ,17,3,14,水,1,清雅伶俐，多才勇敢，中年吉祥，晚年隆昌，女人有爱情厄。,1
懈,xiè ,17,16,1,水,4,,
逊,xùn ,17,9,8,金,4,奔波劳苦，怀才不遇，中年多灾，晚年隆昌，子孙兴旺。,1
压,yā ,17,6,11,土,1,,
阳,yáng ,17,6,11,土,2,多才巧智，清雅荣贵，中年多劳，晚年隆昌，环境良好。,1
遥,yáo ,17,13,4,火,2,,
谣,yáo ,17,12,5,火,2,,
_,biǎo ,17,,,,3,,
忆,yì ,17,4,13,土,4,,
翼,yì ,17,17,0,金,4,英敏佳人，二子吉祥，有才能理智，中年劳，晚年吉祥。,1
婴,yīng ,17,11,6,土,1,清秀聪慧，温和贤淑，中年吉祥，晚年隆昌，环境良好，早婚不宜。,1
应,yīng ,17,7,10,土,1,外祥内苦，刑偶伤子，怀才不遇，中年劳，晚年吉祥。,1
营,yíng ,17,11,6,木,2,忌车怕水，事劳无功，中年多灾，有爱情烦恼，晚年吉祥。,1
拥,yōng ,17,8,9,土,1,性刚口快，多才贤能，荣贵隆昌，短寿劳神。,1
优,yōu ,17,6,11,土,1,出外成功，清雅伶俐，刑偶伤子，晚年吉祥，女人再嫁，守寡之字。,1
舆,yú ,17,14,3,金,2,,
隅,yú ,17,11,6,土,2,,
屿,yǔ ,17,6,11,土,3,,
狱,yù ,17,9,8,木,4,清雅荣贵，忌车怕水，中年成功隆昌，官运旺，环境良好。,1
辕,yuán ,17,14,3,土,2,,
远,yuǎn ,17,7,10,土,3,温和忠厚，勤俭治家，家声克振，少年艰难，忌车怕水，短寿劳神。,1
郧,yún ,17,9,8,土,2,,
糟,zāo ,17,17,0,金,1,忧心劳神，事劳无功，刑偶伤子，中年劳，晚年吉祥。,1
澡,zǎo ,17,16,1,水,3,,
燥,zào ,17,17,0,火,4,福禄双收，性刚口快，中年有灾，晚婚吉。,1
择,zé ,17,8,9,火,2,一生清雅伶俐，多才贤能，中年劳，晚年吉祥。,1
泽,zé ,17,8,9,水,2,学问丰富，名利双收，官或财旺，智勇双全，一生荣贵。,2
铡,zhá ,17,11,6,金,2,,
斋,zhāi ,17,10,7,金,1,学问丰富，官运旺，福禄双收，清雅荣昌，富贵之字。,2
毡,zhān ,17,9,8,金,1,,
辗,niǎn ,17,14,3,火,3,,
锗,zhě ,17,13,4,金,3,,
蔗,zhè ,17,14,3,木,4,,
诌,zhōu ,17,7,10,金,1,,
烛,zhú ,17,10,7,火,2,贵人明现，官运旺，清雅荣贵，中年吉祥，晚年隆昌。,1
瞩,zhǔ ,17,17,0,金,3,,
赚,zuàn ,17,14,3,木,4,勤俭建业，家声克振，福禄双收，中年劳，晚年吉祥。,1
桩,zhuāng ,17,10,7,木,1,,
_,áo ,17,,,土,2,,
总,zǒng ,17,9,8,金,3,一生清雅多才，义利分明，中年劳，晚年吉祥，双妻之格。,1
纵,zòng ,17,7,10,火,2,出外逢贵，多才贤能，中年吉祥，晚年隆昌，小心爱情厄。,1
邹,zōu ,17,7,10,金,1,,
龠,yuè ,17,17,0,土,4,,
馘,guó ,17,17,0,,4,,
亵,xiè ,17,12,5,水,4,忧心劳神，事劳无功，中年奔波，晚年幸福。,1
诨,hùn ,17,8,9,水,4,,
谡,sù ,17,12,5,金,4,,
谥,shì ,17,12,5,金,4,,
邬,wū ,17,6,11,土,1,,
燮,xiè ,17,17,0,火,4,,
壑,hè ,17,17,0,土,4,天生聪颖，清雅荣贵，官运旺，英敏多才，环境良好。,1
圹,kuàng ,17,6,11,土,4,,
芗,xiāng ,17,6,11,木,1,,
苁,cōng ,17,7,10,木,1,,
茑,niǎo ,17,8,9,木,3,,
蒌,lóu ,17,12,5,木,4,,
蒡,bàng ,17,13,4,木,4,,
蒗,làng ,17,13,4,水,4,,
蔌,sù ,17,14,3,,4,,
甍,méng ,17,14,3,木,2,,
蔸,dōu ,17,14,3,,1,,
蓰,xǐ ,17,14,3,木,3,,
蔟,cù ,17,14,3,,4,,
蕖,qú ,17,14,3,木,2,,
蔻,kòu ,17,14,3,木,2,,
蓿,xu ,17,14,3,木,,,
蓼,liǎo ,17,14,3,木,3,,
擀,gǎn ,17,16,1,,3,,
擐,huàn ,17,16,1,,4,,
咛,níng ,17,8,9,火,2,,
哜,jì ,17,9,8,木,4,,
嚅,rú ,17,17,0,金,2,,
嚓,chā ,17,17,0,,1,,
帱,dào ,17,10,7,金,4,,
嵘,róng ,17,12,5,土,4,,
豳,bīn ,17,17,0,水,1,,
嶷,yí ,17,17,0,土,2,,
_,àng ,17,,,土,4,,
狯,kuài ,17,9,8,,4,,
猃,xiǎn ,17,10,7,,3,,
獬,xiè ,17,16,1,,4,,
饧,táng ,17,6,11,火,2,,
馇,zha ,17,12,5,金,,,
膺,yīng ,17,17,0,土,1,,
怿,yì ,17,8,9,土,4,,
憷,chù ,17,16,1,,4,,
懔,lǐn ,17,16,1,火,3,,
隳,huī ,17,17,0,,1,,
闱,wéi ,17,7,10,土,2,,
阒,qù ,17,12,5,木,4,,
浍,huì ,17,9,8,水,4,,
浣,huàn ,17,10,7,水,4,,
濉,suī ,17,16,1,水,1,,
澧,lǐ ,17,16,1,水,3,,
澹,dàn ,17,16,1,水,4,,
澶,chán ,17,16,1,,2,,
濂,lián ,17,16,1,水,2,,
蹇,jiǎn ,17,17,0,金,3,有爱情烦恼，身弱多病，刑偶伤子，多灾难，不祥之字。,1
謇,jiǎn ,17,17,0,木,3,,
遨,áo ,17,13,4,土,2,,
遢,tā ,17,13,4,火,1,,
媾,gòu ,17,13,4,木,2,,
嫔,pín ,17,13,4,水,2,,
嬷,mó ,17,17,0,,4,,
缥,piāo ,17,14,3,水,1,,
缦,màn ,17,14,3,水,4,,
缧,léi ,17,14,3,,2,,
缪,miù ,17,14,3,火,4,,
缫,sāo ,17,14,3,,1,,
玑,jī ,17,6,11,木,1,温和贤能，清雅荣贵，中年成功隆昌，官运旺，晚年劳神。,1
璜,huáng ,17,15,2,水,2,刑克父母，英敏多才，中年吉祥，二子吉祥，晚年隆昌。,1
璞,pú ,17,16,1,水,2,,
栉,zhì ,17,9,8,木,4,,
柽,chēng ,17,9,8,木,1,,
桧,guì ,17,10,7,木,4,多才贤能，中年成功隆昌，环境良好，晚年劳神。,1
檑,léi ,17,17,0,木,2,,
檐,yán ,17,17,0,木,2,,
檩,lǐn ,17,17,0,木,3,,
檗,bò ,17,17,0,,2,,
殓,liàn ,17,11,6,火,4,,
_,ān ,17,,,土,1,,
暧,ài ,17,14,3,火,4,,
擘,bò ,17,17,0,水,2,,
膣,zhì ,17,15,2,,4,,
飓,jù ,17,12,5,木,4,,
觳,hú ,17,17,0,水,2,,
燧,suì ,17,16,1,火,4,清雅荣贵，多才贤能，中年吉祥，晚年隆昌，名利双收，出国之格。,2
禅,chán ,17,12,5,金,2,温和贤能，怀才不遇，中年劳，晚年吉祥。,1
禧,xǐ ,17,16,1,水,3,一生清雅多才，温和贤能，中年吉祥，晚年隆昌，福禄双收。,2
懋,mào ,17,17,0,木,4,智勇双全，义利分明，中年成功隆昌，官运旺，出国之字。,2
矶,jī ,17,7,10,土,1,刑偶伤子，胆识丰富，中年吉祥，晚年隆昌，环境良好。,1
硗,qiāo ,17,11,6,土,1,,
礅,dūn ,17,17,0,土,1,,
磴,dèng ,17,17,0,土,4,,
_,chàng ,17,,,,4,,
瞠,chēng ,17,16,1,,1,,
瞵,lín ,17,17,0,火,2,,
疃,tuǎn ,17,17,0,火,3,,
罾,zēng ,17,17,0,金,1,,
锲,qiè ,17,14,3,金,4,,
锴,kǎi ,17,14,3,金,3,,
锶,sī ,17,14,3,金,1,,
锷,è ,17,14,3,金,4,,
锸,chā ,17,14,3,,1,,
锼,sōu ,17,14,3,金,1,,
锾,huán ,17,14,3,金,2,,
锿,āi ,17,14,3,,1,,
镅,méi ,17,14,3,金,2,,
锺,zhōng ,17,14,3,金,1,,
黏,nián ,17,17,0,,2,外祥内苦，或有爱情烦恼，中年多灾，晚年吉祥。,1
皤,pó ,17,17,0,水,4,,
鸸,ér ,17,11,6,火,2,,
鸷,zhì ,17,11,6,火,4,,
鸹,guā ,17,11,6,木,1,,
鸺,xiū ,17,11,6,金,1,,
鸾,luán ,17,11,6,火,2,,
_,ài ,17,,,,4,,
痨,láo ,17,12,5,火,2,,
痫,xián ,17,12,5,金,2,,
瘅,dān ,17,13,4,火,1,,
癀,huáng ,17,16,1,木,2,,
癍,bān ,17,17,0,,1,,
裢,lián ,17,12,5,火,2,,
褶,zhě ,17,16,1,火,3,,
耧,lóu ,17,15,2,火,4,,
蝈,guō ,17,14,3,,1,,
蝼,lóu ,17,15,2,,4,,
蟒,mǎng ,17,16,1,水,3,,
螬,cáo ,17,17,0,,2,,
螵,piāo ,17,17,0,,1,,
螳,táng ,17,17,0,,2,刑偶伤子，清雅多才，中年吉祥，晚年劳神，环境良好。,1
蟋,xī ,17,17,0,金,1,,
螽,zhōng ,17,17,0,火,1,,
蟑,zhāng ,17,17,0,火,1,,
蟀,shuài ,17,17,0,,4,,
蟊,máo ,17,17,0,,2,,
蟠,pán ,17,18,-1,水,2,多有才能，怀才不遇，中年劳，晚年吉祥，双妻之格。,1
罄,qìng ,17,17,0,木,4,英敏清雅，多才贤能，福禄双收，名利有份，荣贵之字。,2
罅,xià ,17,17,0,,4,,
箦,zé ,17,14,3,木,2,,
篝,gōu ,17,16,1,木,1,,
簌,sù ,17,17,0,木,4,,
篾,miè ,17,17,0,,4,,
篼,dōu ,17,17,0,,1,,
簏,lù ,17,17,0,木,4,,
簋,guǐ ,17,17,0,,3,,
艚,cáo ,17,17,0,,2,,
糁,shēn ,17,14,3,金,1,,
翳,yì ,17,17,0,土,4,,
繇,yáo ,17,17,0,,2,,
醢,hǎi ,17,17,0,,3,,
醣,táng ,17,17,0,,2,,
跄,qiāng ,17,11,6,金,1,,
跸,bì ,17,13,4,水,4,,
_,ān ,17,,,土,1,,
蹊,qī ,17,17,0,木,1,,
貔,pí ,17,17,0,水,2,,
龀,chèn ,17,10,7,,4,,
鍪,móu ,17,17,0,金,4,,
鲑,guī ,17,14,3,土,1,,
鲒,jié ,17,14,3,木,2,,
鲔,wěi ,17,14,3,土,3,,
鲕,ér ,17,14,3,,2,,
鲛,jiāo ,17,14,3,木,1,,
鲞,xiǎng ,17,14,3,水,3,,
鲟,xún ,17,14,3,水,2,,
鞯,jiān ,17,18,-1,,1,,
鞫,jū ,17,18,-1,木,1,,
髁,kē ,17,17,0,,1,,
魈,xiāo ,17,16,1,木,1,,
縻,mí ,17,17,0,金,2,清雅秀气，小心爱情厄，中年劳，晚年吉祥，短寿之字。,1
麋,mí ,17,17,0,火,2,忠厚善良，克己助人，中年吉祥，晚年隆昌，荣贵之字。,1
黛,dài ,17,17,0,火,4,有爱情烦恼，身弱短寿，性刚口快，中年有灾，不幸之字。,1
黜,chù ,17,17,0,金,4,,
黝,yǒu ,17,17,0,土,3,,
鼢,fén ,17,17,0,,2,,
鼾,hān ,17,17,0,,1,,
_,qū ,17,,,,1,,
碍,ài ,18,13,5,土,4,,
翱,áo ,18,16,2,金,2,清雅荣贵，福禄双收，操守廉正，出国之格，隆昌之字。,2
袄,ǎo ,18,9,9,土,3,,
镑,bàng ,18,15,3,金,4,,
蹦,bèng ,18,18,0,土,4,,
鄙,bǐ ,18,13,5,水,3,,
毙,bì ,18,10,8,水,4,,
_,ān ,18,,,土,1,,
鞭,biān ,18,18,0,水,1,英雄豪杰，口快性刚，中年劳，晚年成功隆昌，欠子之字。,1
滨,bīn ,18,13,5,水,1,英敏多才，清雅贤能，二子吉祥，忌车怕水，中年平，晚年吉祥。,1
摈,bìn ,18,13,5,水,4,,
蝉,chán ,18,14,4,金,2,天生聪颖，智勇多才，中年吉祥，晚年隆昌，幸福之字。,2
痴,chī ,18,13,5,火,1,,
虫,chóng ,18,6,12,火,4,一生清雅平凡，保守之格，聪明才干，中年困苦，晚福之字。,1
雏,chú ,18,13,5,金,2,,
础,chǔ ,18,10,8,土,3,命硬，出外成功，中年劳或奔波，晚年成功隆昌，刑偶伤子。,1
储,chǔ ,18,12,6,金,3,晚婚迟得子吉，清雅伶俐，中年平凡，晚年隆昌，环境良好。,2
闯,chuǎng ,18,6,12,水,3,刑偶伤子，一生多灾，中年劳苦，忌车怕水，晚年吉祥。,1
戳,chuō ,18,18,0,火,1,,
丛,cóng ,18,5,13,火,4,,
窜,cuàn ,18,12,6,金,4,,
戴,dài ,18,17,1,火,4,出外逢贵得财，克己助人，中年劳，晚年成功隆昌。,1
荡,dàng ,18,9,9,水,4,,
断,duàn ,18,11,7,火,4,有爱情烦恼，忌车怕水，病弱短寿，中年多灾，晚年吉祥。,1
鹅,é ,18,12,6,木,2,,
额,é ,18,15,3,木,2,,
翻,fān ,18,18,0,水,1,有才能理智，难遇知己，中年用人小心，晚年吉祥，重情失败。,1
丰,fēng ,18,4,14,火,1,多才巧智，清秀伶俐，中年成功隆昌，幸福荣贵之字。,2
覆,fù ,18,18,0,水,4,少年艰难，中年多灾，身弱奔波，晚年吉祥隆昌。,1
镐,gǎo ,18,15,3,金,3,,
搁,gē ,18,12,6,木,1,,
隔,gé ,18,12,6,木,2,,
归,guī ,18,5,13,木,1,少年艰难，英俊多才，中年吉祥，刑偶伤子，晚年隆昌。,1
环,huán ,18,8,10,金,2,出外吉祥，天生聪颖，一生温和贤能，晚婚大吉，出国之格。,2
